datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,0.0
07:00:00,0.0,0.0,0.0,1.7
08:00:00,23.0,0.1,0.0,1.7
09:00:00,46.0,0.2,0.0,1.7
10:00:00,499.0,1.8,5.0,1.7
11:00:00,666.0,2.4,7.0,1.7
12:00:00,773.0,2.8,8.0,1.7
13:00:00,819.0,2.9,8.0,1.7
14:00:00,807.0,2.9,8.0,1.7
15:00:00,719.0,2.6,7.0,1.7
16:00:00,98.0,0.4,1.0,1.7
17:00:00,58.0,0.2,1.0,1.7
18:00:00,190.0,0.7,2.0,1.7
19:00:00,11.0,0.0,0.0,1.7
20:00:00,0.0,0.0,0.0,1.7
21:00:00,0.0,0.0,0.0,3.4
22:00:00,0.0,0.0,0.0,6.1
23:00:00,0.0,0.0,0.0,6.1
